Year	113 Cause Name	Cause Name	State	Deaths	Age-adjusted Death Rate
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oklahoma	597	14.2
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oregon	530	11.5
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Pennsylvania	1240	7.9
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Rhode Island	139	11
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Carolina	573	10.6
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Dakota	114	13.4
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Tennessee	813	11
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Texas	3300	12.8
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	United States	34979	9.9
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Utah	206	8.5
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Vermont	44	5.6
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Virginia	822	8.9
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Washington	860	11.1
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	West Virginia	256	10.8
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wisconsin	570	8.6
2012	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wyoming	103	16.4
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Alabama	577	10.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Alaska	82	11.3
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Arizona	1069	14.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Arkansas	338	9.8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	California	4824	11.8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Colorado	712	12.6
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Connecticut	336	7.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Delaware	82	7.2
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	District of Columbia	51	8.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Florida	2668	10.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Georgia	898	8.5
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Hawaii	112	6.9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Idaho	207	11.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Illinois	1279	9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Indiana	752	10.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Iowa	308	8.4
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Kansas	248	7.8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Kentucky	558	10.8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Louisiana	503	9.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Maine	151	8.4
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Maryland	455	6.8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Massachusetts	597	7.5
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Michigan	1171	10
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Minnesota	517	8.3
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Mississippi	327	9.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Missouri	598	8.4
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Montana	150	13
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Nebraska	181	8.9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Nevada	402	12.9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Hampshire	147	8.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Jersey	795	7.5
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Mexico	452	19.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New York	1559	6.9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	North Carolina	1154	10.2
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	North Dakota	90	12.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Ohio	1396	10.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oklahoma	582	13.8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oregon	547	11.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Pennsylvania	1265	8
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Rhode Island	124	9.9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Carolina	681	12.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Dakota	122	13.4
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Tennessee	867	11.6
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Texas	3412	12.9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	United States	36427	10.2
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Utah	193	7.7
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Vermont	75	9.5
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Virginia	843	9
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Washington	966	12.2
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	West Virginia	294	12.5
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wisconsin	618	9.1
2013	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wyoming	92	14.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Alabama	683	11.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Alaska	84	10.7
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Arizona	1084	14.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Arkansas	369	10.4
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	California	5013	12
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Colorado	743	12.7
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Connecticut	375	8.5
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Delaware	110	9.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	District of Columbia	50	7.7
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Florida	3037	11.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Georgia	935	8.6
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Hawaii	114	6.9
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Idaho	197	11
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Illinois	1323	9.2
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Indiana	781	10.4
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Iowa	319	8.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Kansas	286	8.9
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Kentucky	604	11.5
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Louisiana	515	9.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Maine	161	9
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Maryland	484	6.9
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Massachusetts	671	8.4
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Michigan	1198	10
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Minnesota	501	7.9
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Mississippi	347	10.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Missouri	623	8.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Montana	150	12.2
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Nebraska	165	8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Nevada	392	12.2
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Hampshire	180	10.1
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Jersey	794	7.5
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Mexico	509	22.5
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New York	1575	6.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	North Carolina	1184	10.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	North Dakota	61	7.7
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Ohio	1456	10.4
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oklahoma	589	13.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oregon	599	12.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Pennsylvania	1301	8.1
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Rhode Island	116	9.1
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Carolina	689	11.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Dakota	130	16.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Tennessee	917	12
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Texas	3680	13.5
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	United States	38170	10.4
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Utah	223	8.7
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Vermont	69	7.9
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Virginia	837	8.7
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Washington	901	11.1
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	West Virginia	345	14.3
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wisconsin	612	8.8
2014	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wyoming	89	14.5
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Alabama	716	12.5
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Alaska	114	15.4
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Arizona	1149	15
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Arkansas	421	12.1
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	California	5425	12.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Colorado	735	12.2
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Connecticut	365	8.4
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Delaware	111	9.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	District of Columbia	61	8.8
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Florida	3084	11.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Georgia	1003	9
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Hawaii	138	8.1
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Idaho	218	12.2
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Illinois	1289	8.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Indiana	859	11.4
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Iowa	328	9.1
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Kansas	313	9.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Kentucky	657	12.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Louisiana	553	10.5
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Maine	195	11.1
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Maryland	471	6.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Massachusetts	661	8.2
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Michigan	1287	10.8
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Minnesota	542	8.5
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Mississippi	382	11.1
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Missouri	678	9.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Montana	179	15.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Nebraska	165	7.8
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Nevada	475	14.5
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Hampshire	161	9.3
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Jersey	782	7.3
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New Mexico	566	24.8
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	New York	1571	6.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	North Carolina	1254	10.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	North Dakota	86	11.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Ohio	1506	10.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oklahoma	597	13.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Oregon	667	13.7
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Pennsylvania	1438	8.9
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Rhode Island	139	10.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Carolina	716	12.2
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	South Dakota	139	16.1
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Tennessee	957	12.2
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Texas	3844	13.8
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	United States	40326	10.8
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Utah	244	9.3
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Vermont	71	8.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Virginia	943	9.6
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Washington	1024	12.4
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	West Virginia	338	14.2
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wisconsin	591	8.5
2015	"Chronic liver disease and cirrhosis (K70,K73-K74)"	Chronic liver disease and cirrhosis	Wyoming	118	18.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Alabama	2179	48.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Alaska	146	56.4
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Arizona	2553	51.2
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Arkansas	1358	46.8
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	California	13165	46.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Colorado	1894	58.1
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Connecticut	1435	37.8
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Delaware	327	42.7
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	District of Columbia	166	29.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Florida	9131	43.1
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Georgia	3056	49.1
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Hawaii	290	24
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Idaho	568	49.5
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Illinois	5155	43.2
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Indiana	3053	51.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Iowa	1643	46.8
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Kansas	1386	48.7
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Kentucky	2327	59
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Louisiana	1610	40.2
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Maine	751	52.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Maryland	1943	41.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Massachusetts	2862	41.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Michigan	4316	45.3
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Minnesota	1994	41.3
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Mississippi	1267	47.2
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Missouri	3068	51.7
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Montana	566	59.4
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Nebraska	945	50.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Nevada	1029	64.7
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	New Hampshire	592	51
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	New Jersey	3130	35.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	New Mexico	848	52.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	New York	7086	36.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	North Carolina	3591	48
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	North Dakota	273	35.8
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Ohio	5858	49.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Oklahoma	1751	49.3
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Oregon	1765	50.4
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Pennsylvania	6141	41.1
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Rhode Island	495	40.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	South Carolina	1752	47
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	South Dakota	335	38.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Tennessee	2748	49.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Texas	7518	46.8
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	United States	124181	45.4
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Utah	559	37.6
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Vermont	300	49.2
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Virginia	2699	43.8
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Washington	2713	51.2
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	West Virginia	1236	57.9
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Wisconsin	2270	40.5
1999	Chronic lower respiratory diseases (J40-J47)	CLRD	Wyoming	338	75.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Alabama	2057	45.5
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Alaska	132	47.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Arizona	2508	49.3
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Arkansas	1405	48
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	California	12756	44.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Colorado	1787	53.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Connecticut	1533	40.1
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Delaware	341	44
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	District of Columbia	175	31.3
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Florida	8645	40.3
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Georgia	3067	48.7
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Hawaii	278	22.4
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Idaho	569	48.8
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Illinois	4768	39.7
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Indiana	3052	51.2
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Iowa	1512	42.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Kansas	1411	49.1
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Kentucky	2170	54.8
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Louisiana	1684	41.7
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Maine	768	53
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Maryland	1927	40.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Massachusetts	2925	42.1
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Michigan	4352	45.3
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Minnesota	1902	39
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Mississippi	1257	46.5
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Missouri	2802	46.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Montana	517	53.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Nebraska	838	45
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Nevada	989	61.3
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	New Hampshire	581	49.4
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	New Jersey	3007	34.1
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	New Mexico	767	46.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	New York	6784	34.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	North Carolina	3699	48.9
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	North Dakota	295	38.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Ohio	5983	50.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Oklahoma	1980	55.2
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Oregon	1677	47.5
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Pennsylvania	6079	40.3
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Rhode Island	500	40.4
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	South Carolina	1730	45.8
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	South Dakota	383	43.6
2000	Chronic lower respiratory diseases (J40-J47)	CLRD	Tennessee	2887	52.1
